佹得佹失 【拼音】guǐ  dé  guǐ  shī 【解释】佹：出于偶然的。指得失出于偶然。 【出处】《列子·力命》：“佹佹成者，俏成者也，初非成也。佹佹败者，俏败者也，初非败也。” 【示例】 
格杀勿论 【拼音】gé  shā  wù  lùn 【解释】格：打；格杀：打死；勿论：不论罪。指把拒捕、行凶或违反禁令的人当场打死而不以杀人论罪。 【出处】《后汉书·刘盆子传》：“诸卿皆老傭也。今日设君臣之礼，反更殽乱，儿戏尚不如此，皆可格杀。” 【示例】如有白拒捕等事，～。（《负曝闲谈》第三回） 
格物致知 【拼音】gé  wù  zhì  zhī 【解释】格：推究；致：求得。穷究事物原理，从而获得知识。 【出处】《礼记·大学》：“致知在格物，物格而后知至。” 【示例】顾彼西洋以～为学问本始，中国非不尔云也，独何以民智之相越乃如此耶？（严复《原强》） 
隔岸观火 【拼音】gé  àn  guān  huǒ 【解释】隔着河看人家着火。比喻对别人的危难不去求助，在一旁看热闹。 【出处】唐·乾康《投谒齐已》：“隔岸红尘忙似火，当轩青嶂冷如冰。” 【示例】他原是在～呀。（郭沫若《南冠草》第二幕） 
隔年皇历 【拼音】gé  nián  huáng  lì 【解释】皇历：原指清朝廷颁发的历书，后泛指历本。隔了一年的黄历。比喻过时的事物或陈旧的经验，在新的情况下已经用不上。 【出处】清·夏敬渠《野叟曝言》第一百回：“隔年的皇历，好一本子冷帐，闲看要捉虱子，没工夫去揭他了。” 【示例】 
隔墙有耳 【拼音】gé  qiáng  yǒu  ěr 【解释】隔着一道墙，也有人偷听。比喻即使秘密商量，别人也可能知道。也用于劝人说话小心，免得泄露。 【出处】《管子·君臣下》：“墙有耳，伏寇在侧。墙有耳者，微谋外泄之谓也。” 【示例】又谁料知己倾谈，忘了～，全灌进了杨子衢的耳中。（清·曾朴《孽海花》第三十三回） 
隔山买老牛 【拼音】gé  shān  mǎi  lǎ 【解释】比喻人办事冒失，没有弄清情况，就轻易决定。 【出处】 【示例】 
隔世之感 【拼音】gé  shì  zhī  gǎn 【解释】世：古代以三十年为一世。指因人事或景物变化大而引起的、象隔了一个时代似的感觉。 【出处】 【示例】仅仅相隔两年，所写的东西，读起来就已经有～了。（郭沫若《洪波曲·后记》） 
隔行如隔山 【拼音】gé  háng  rú  g 【解释】指不是本行的人就不懂这一行业的门道。 【出处】 【示例】～，我们局外人就是有什么事看在眼里，也是猪八戒吃人参果，食而不知其味。（《晚清文学丛钞·冷眼观》第十二回） 
隔靴搔痒 【拼音】gé  xuē  sāo  yǎng 【解释】搔：抓。隔着靴子搔痒痒。比喻说话作文不中肯，不贴切，没有抓住要点。或做事没有抓住关键。 【出处】宋·严羽《沧浪诗语·诗法》：“意贵透澈，不可隔靴搔痒。” 【示例】批语家也必须深入生活，否则，～的事情，总是难免的吧！（秦牧《鲜荔枝和干荔枝》） 
个中妙趣 【拼音】gè  zhōng  miào  qù 【解释】个中：其中；妙：美妙，奇妙；趣：情趣。其中的奥妙之处和情趣。 【出处】宋·陆游《剑南诗稿·十一·对酒二首》：“个中妙趣谁堪语，最是初醮未醉时。” 【示例】 
个中滋味 【拼音】gè  zhōng  zī  wèi 【解释】个中：其中；滋味：味道，情味。其中的味道。指切身体会的甘苦。 【出处】宋·向子谚《西江月·绍兴丁巳，遍走浙东诸郡……》：“居士何如学士，翰林休笑芗林。个中真味少知音，不是清狂太甚。” 【示例】 
各奔前程 【拼音】gè  bèn  qián  chéng 【解释】奔：投向，奔往；前程：前途。各走各的路。比喻各人按不同的志向，寻找自己的前途。 【出处】明·凌濛初《二刻拍案惊奇》卷三十：“万户升了边上参将，各奔前程去了。” 【示例】三爷，年月不对了，我们应当～！（老舍《四世同堂》三十四） 
各不相谋 【拼音】gè  bù  xiāng  móu 【解释】谋：商量，计义。各自按照自己的意思办事，不互相商量。 【出处】《论语·卫灵公》：“子曰：‘道不同，不相为谋。’” 【示例】 
各不相让 【拼音】gè  bù  xiāng  ràng 【解释】让：歉让。互不谦让、让步。 【出处】 【示例】于是两方明争暗斗，～，一天利（历）害一天。（冯玉祥《我的生活》第二十三章） 
各持己见 【拼音】gè  chí  jǐ  jiàn 【解释】持：抓住不放。各人都坚持自己的意见。 【出处】宋·钱易《南部新书·乙》：“凡中书有军国政事，则中书舍人各执所见，杂署其名，谓之五花判事。” 【示例】然此辈执术疏，谋生急，信口欺诈，言人人殊，甚至徒毁其师，子讥其父，～，彼此相非。（清·黄钧宰《金壶七墨·堪舆》） 
各从其志 【拼音】gè  cóng  qí  zhì 【解释】从：听任；志：志向。各人执照各人的意志行事。 【出处】《史记·伯夷列传》：“道不同，不相为谋，亦各从其志也。” 【示例】如以实权为难舍，以虚号为可娱，则解释法律，正复多端，亦～而已。（蔡东藩、许廑父《民国通俗演义》第一百三十五回） 
各得其所 【拼音】gè  dé  qí  suǒ 【解释】原指各人都得到满足。后指每个人或事物都得到恰当的位置或安排。 【出处】《周易·系辞下》：“日中为市，致天下之民，聚天下之货，交易而退，各得其所。” 【示例】全国人民都要有说话的机会，都要有衣穿，有饭吃，有事做，有书读，总之是要～。（毛泽东《在陕甘宁边区参议会的演说》） 
各个击破 【拼音】gè  gè  jī  pò 【解释】各个：逐个；击：攻。军事术语。指利用优势兵力将被分割开的敌军一部分一部分消灭。有时也比喻将问题逐个解决。 【出处】 【示例】集中红军相机应付当前之敌，反对分兵，避免被敌人～。（毛泽东《中国的红色政权为什么能够存在》） 
各尽所能 【拼音】gè  jìn  suǒ  néng 【解释】尽：用尽；能：才能。各人尽自己的能力去做。 【出处】《后汉书·曹褒传》：“汉遭秦余，礼坏乐崩，且因循故事，未可观省，有知其说者，各尽所能。” 【示例】其次，是许多人梦想着将来的好社会，“～”呀，“大同世界”呀，很有些“越轨”气息了。（鲁迅《南腔北调集·听说梦》） 
各取所长 【拼音】gè  qǔ  suǒ  cháng 【解释】指要善于运用事物或人本身所具有的长处。 【出处】唐·吴兢《贞观政要》：“用人如器，各取所长。” 【示例】 
各人自扫门前雪，莫管他人瓦上霜 【拼音】gè rén zì sǎ 【解释】莫管：不要管。比喻不要多管闲事。 【出处】宋·陈元靓《事林广记·警世格言》：“自家扫取门前雪，莫管他人屋上 【示例】然而也有经过许多人经验之后，倒给了后人坏影响的，如俗语说“～”的便是其一。（鲁迅《南腔北调集·经验》） 
各色名样 【拼音】gè  sè  gè  yàng 【解释】色：种类。各种类别，各种式样。 【出处】 【示例】却说盛公子一派话儿，把官亲投任的人，～，形容的一个祥而且尽。（清·李绿园《歧路灯》第八十七回） 
各色人等 【拼音】gè  sè  rén  děng 【解释】色：种类；人等：人们。社会上各种职业各个阶层的人们。 【出处】 【示例】～，务望各安本分，勿再稍事纷扰，自召虚惊。（蔡东藩、许廑父《民国通俗演义》第六十一回） 
各抒己见 【拼音】gè  shū  jǐ  jiàn 【解释】抒：抒发，发表。各人充分发表自己的意见。 【出处】唐·李翱《李文权文集·陵庙日时朔祭议》：“先儒穿凿，各伸己见，皆托古圣贤之名以信其语，故其所记各不同也。” 【示例】据我主意，何不～，出个式子，岂不新鲜些？（清·李汝珍《镜花缘》第七十四回） 
各司其事 【拼音】gè  sī  qí  shì 【解释】司：主管，经营。各自管好各自的一摊事。 【出处】明·冯梦龙《东周列国志》第八十四回：“今日便须派定路数，各司其事。” 【示例】大堂两旁，堆着无数的墨卷箱，承值书吏，～。（清·文康《儿女英雄传》第三十五回） 
各为其主 【拼音】gè  wèi  qí  zhǔ 【解释】各人为自己的主人效力。 【出处】《三国志·魏志·曹爽传》裴松之注引《世语》：“及爽解印绶，将出，主簿杨综止之曰：‘公挟主握权，舍此以至东市乎？’爽不从。有司奏综导爽反，宣王曰：‘各为其主也。’宥之，以为尚书郎。” 【示例】徐茂公，你放手，往日咱两个是朋友，今日～也。（元·尚仲贤《单鞭夺槊》第三折） 
各行其是 【拼音】gè  xíng  qí  shì 【解释】行：做，办；是：对的。按照各自认为对的去做。比喻各搞一套。 【出处】《庄子·徐无鬼》：“天下非有公是也，而各是其所是。” 【示例】我之求死，你之求生，是～。（清·吴趼人《痛史》第二十一回） 
各有千秋 【拼音】gè  yǒu  qiān  qiū 【解释】千秋：千年，引申为久远。各有各的存在的价值。比喻各人有各人的长处，各人有各人的特色。 【出处】汉·李陵《与苏武三首》：“嘉会难再遇，三载为千秋。” 【示例】中国抒情诗与叙事诗一向同样地发展，～的呵。（茅盾《〈诗论〉管窥》） 
各有所长 【拼音】gè  yǒu  suǒ  chéng 【解释】长：长处、优点。各有各的长处、优点。一般多指人才而言。 【出处】《管子·形势解》：“明主之官物也，任其所长，不任其所短，故事无不成，而功无不立。乱主不知物之各有所长所短也。” 【示例】 
各有所短 【拼音】gè  yǒu  suǒ  duǎn 【解释】短：不足。各有各的不足。 【出处】《史记·白起王翦列传》：“……及孙王离为项羽所虏，不亦宜乎！彼各有所短也。” 【示例】 
各有所好 【拼音】gè  yǒu  suǒ  hào 【解释】好：爱好。各人有各人的爱好。指人的爱好出自人的本性，只应听其自然。 【出处】唐·萧颖士《仰答韦司业垂访五首》：“缅怀云岩路，欲往无由缘；物各有所好，违之伤自然。” 【示例】 
各有所职 【拼音】gè  yǒu  suǒ  zhí 【解释】各人有各人负责的事。比喻分工明确。 【出处】《周礼·天官·冢宰》高官分职注：“各有所职，而百事举。” 【示例】 
各执己见 【拼音】gè  zhí  jǐ  jiàn 【解释】各人都坚持自己的意见。 【出处】宋·钱易《南部新书·乙》：“凡中书有军国政事，则中书舍人各执所见，杂署其名，谓之五花判事。” 【示例】两人终日谈论，～，不相上下。（明·北梦龙《古今小说·明悟禅师赶五戒》） 
各执一词 【拼音】gè  zhí  yī  cí 【解释】执：坚持。各人坚持各人的说法。形容意见不一致。 【出处】明·冯梦龙《醒世恒言》卷二十九：“两下各执一词，难以定招。” 【示例】辩论会上，双方～，争执不下。 
各自为战 【拼音】gè  zì  wéi  zhàn 【解释】各自成为独立的单位进行战斗。 【出处】《史记·项羽本纪》：“君王能自陈以东傅海，尽与韩信；睢阳以北至谷城，以与彭越；使各自为战，则楚易败也。” 【示例】后来他们被敌人隔开，～。（姚雪垠《李自成》第二卷第二十六章） 
各自为政 【拼音】gè  zì  wéi  zhèng 【解释】为政：管理政事，泛指行事。各自按自己的主张办事，不互相配合。比喻不考虑全局，各搞一套。 【出处】《诗经·小雅·节南山》：“不自为政，卒劳百姓。”《左传·宣公二年》：“畴昔之羊，子为政，今日之事，我为政。” 【示例】诸将专威于外，～，莫或同心。（《三国志·吴志·胡综传》） 
根深蒂固 【拼音】gēn  shēn  dì  gù 【解释】比喻基础深厚，不容易动摇。 【出处】《老子》：“有国之母，可以长久，是谓深根固柢，长生久视之道。”《韩非子·解老》：“柢固则生长，根深则视久。” 【示例】但我总还想对于～的所谓旧文明，施行袭击，令其动摇，冀将来有万一之希望。（鲁迅《两地书·十一》） 
根深叶茂 【拼音】gēn  shēn  yè  mào 【解释】茂：繁茂。根扎得深，叶子就茂盛。比喻基础牢固，就会兴旺发展。 【出处】汉·刘安《屏风赋》：“维兹屏风，出自幽谷，根深枝茂，号为乔木。” 【示例】 
根深柢固 【拼音】gēn  shēn  dǐ  gù 【解释】比喻基础深厚，不容易动摇。 【出处】《韩非子·解老》：“柢固则生长，根深则视久。” 【示例】 
根生土长 【拼音】gēn  shēn  tǔ  zhǎng 【解释】当地出生长大。也指世代居住。 【出处】 【示例】他又不是咱们家～的奴才，没受过咱们什么大恩典。（清·曹雪芹《红楼梦》第五十四回） 
耕当问奴 【拼音】gēng  dāng  wèn  nú 【解释】比喻办事应该向内行请教。 【出处】《宋书·沈庆之传》：“治国如治家。耕当问奴，织当访婢。” 【示例】 
耕耘树艺 【拼音】gēng  yún  shù  yì 【解释】耘：锄草，树：栽植；艺：播种。耕田、锄草、植树、播种。泛指各种农业生产劳动。 【出处】《荀子·子道》：“夙兴夜寐，耕耘树艺，手足胼胝，以养其身。” 【示例】 
更长梦短 【拼音】gēng  cháng  mèng  duǎn 【解释】更：旧时夜间计时单位，一夜分五更，每更约两个小时；更长：指漫漫长夜；梦短：指睡眠不踏实，极易醒。形容思绪烦乱，很难入眠。 【出处】明·胡文焕《群音类选〈清腔类·步步娇〉》：“可怜正凄凉正眠，冷清清把纱窗半掩，更长梦短使人愁闷添。” 【示例】 
更进一竿 【拼音】gèng  jìn  yī  gān 【解释】更：再，又；竿：竹竿。又前进了一步。 【出处】宋·释道原《景德传灯录》卷十：“师示一偈曰：‘百丈竿头不动人，虽然得入未为真，百尺竿头须进步，十方世界是全身。’” 【示例】 
更阑人静 【拼音】gēng  lán  rén  jǐng 【解释】更：旧时夜间计时单位，一夜分五更，每更约两小时；阑：将尽；人静：没有人的吵杂声，一片寂静。夜已很深，没有人声，一片寂静。 【出处】宋·蔡绦《西清诗话》引杨鸾诗：“白日苍蝇满饭盘，夜间蚁子又成团；每到更深人静后，定来头人咬杨鸾。” 【示例】 
更令明号 【拼音】gēng  lìng  míng  hào 【解释】重新申明号令。说明贤明君主应当取信于民。 【出处】《韩非子·外储说左上》：“居数月，有警，击鼓而民不赴。乃更令明号而民信之。” 【示例】 
更仆难数 【拼音】gēng  pú  nán  shǔ 【解释】原意是儒行很多，一下子说不完，一件一件说就需要很长时间，即使中间换了人也未必能说完。后形容人或事物很多，数也数不过来。 【出处】《礼记·儒行》：“遽数之不能终其物，悉数之乃留，更仆未可终也。” 【示例】四五里，直抵五峰南，则乱峰尖叠，什伯为伍，横变侧移，殆～。（明·徐宏祖《徐霞客游记·粤西游日记》） 
更上一层楼 【拼音】gèng  shàng  yī  cén 【解释】原意是要想看得更远，就要登得更高。后比喻使已取得的成绩再提高一步。 【出处】唐·王之涣《登鹳雀楼》诗：“欲穷千里目，更上一层楼。” 【示例】既道尼山出世，又召东山入梦，镜里是真木。炯炯明看汝，～。（清·王夫之《水调歌头·放言》词） 
更深人静 【拼音】gēng  shēn  rén  jìng 【解释】深夜没有人声，非常寂静。 【出处】宋·释道原《景德传灯录》卷十一：“师曰：‘更深人静，共伊商量。’” 【示例】这个时候已经～，况且衙门里头的门户都是一重一重关闭得十分严紧，料想他生了翅膀也飞不出去。（清·张春帆《宦海》第十四回） 
更深夜静 【拼音】gēng  shēn  yè  jìng 【解释】更：旧时夜间计时单位。一夜分五更，每更约两个小时。夜已很深，没有一点声响。形容夜深处于一片寂静之中。 【出处】汉·蔡琰《胡笳十八拍·第十四拍》：“山高地阔兮，见汝无期；更深夜阑兮，梦汝来斯。” 【示例】 
庚癸频呼 【拼音】gēng  guǐ  pín  hū 【解释】庚、癸：军粮的隐语。原是军中乞粮的隐语。后指向人借钱。 【出处】《左传·哀公十三年》记载：春秋时吴王夫差与晋、鲁等国会盟，吴大夫申叔仪向鲁大夫公孙有山氏乞粮。回答说：“梁则无矣，粗粮有之，若登首山以呼，曰：‘庚癸乎！’则诺。” 【示例】 
庚癸之呼 【拼音】gēng  guǐ  zhī  hū 【解释】庚、癸：军粮的隐语。原是军中乞粮的隐语。后指向人借钱。 【出处】《左传·哀公十三年》记载：春秋时吴王夫差与晋、鲁等国会盟，吴大夫申叔仪向鲁大夫公孙有山氏乞粮。回答说：“梁则无矣，粗粮有之，若登首山以呼，曰：‘庚癸乎！’则诺。” 【示例】 
耿耿于怀 【拼音】gěng  gěng  yú  huái 【解释】耿耿：有心事的样子。不能忘怀，牵萦于心。 【出处】《诗经·邶风·柏舟》：“耿耿不寐，如有隐忧。” 【示例】同学之间应团结互助，绝不能因一点小事就～。 
耿耿于心 【拼音】gěng  gěng  yú  xīn 【解释】耿耿：有所悬念而不能忘怀。不能忘怀，牵萦于心。 【出处】《诗经·邶风·柏舟》：“耿耿不寐，如有隐忧。” 【示例】所惜者，幼为奴隶学问所误，于国民责任，未有分毫之尽，以是～，不能自解。（清·陈天华《狮子吼》第五回） 
梗泛萍飘 【拼音】gěng  fàn  píng  piāo 【解释】比喻流离漂泊。 【出处】 【示例】经几番凶荒战斗，怎免得～。（清·孔尚任《桃花扇·哭主》） 
工力悉敌 【拼音】gōng  lì  xī  dí 【解释】工力：功夫和力量；悉：完全；敌：相当。双方用的功夫和力量相当。常形容两个优秀的艺术作品不分上下。 【出处】宋·计有功《唐诗纪事·上官昭容》：“及闻其评曰：‘二诗工力悉敌。’” 【示例】这两幅山水画～，很难分出高下。 
工欲善其事，必先利其器 【拼音】gōng  yù  shàn  q 【解释】器：工具。要做好工作，先要使工具锋利。比喻要做好一件事，准备工作非常重要。 【出处】《论语·魏灵公》：“工欲善其事，必先利其器。居是邦也，事其大夫之贤者，友其士之仁者。” 【示例】“～”。今既一无所有，纵使大禹重生，亦当束手。（清·李汝珍《镜花缘》第三十六回） 
攻城略地 【拼音】gōng  chéng  lüè  dì 【解释】略：掠夺。攻打城市，掠夺土地。 【出处】《淮南子·兵略训》：“攻城略地，莫不降下。” 【示例】英法联军侵华的那几年，法国海军附带在越南～。（高阳《清宫外史》下册） 
攻城野战 【拼音】gōng  chéng  yě  zhàn 【解释】城：城池。攻打城池，野外作战。 【出处】《墨子·节用上》：“攻城野地死者，不可胜数。” 【示例】 
攻苦食淡 【拼音】gōng  kǔ  shí  dàn 【解释】攻：做；若：艰苦；淡：清淡。做艰苦的工作，吃清淡的食物。形容刻苦自励。 【出处】《史记·刘敬叔孙通列传》：“吕后与陛下攻苦食啖（淡）。” 【示例】得瑗所授经，熟读精思，～，夏不扇，冬不炉，夜不安枕者逾年。（《宋史·徐中行传》） 
攻其不备 【拼音】gōng  qí  bù  bèi 【解释】其：代词，指敌人。趁敌人还没有防备时进攻。 【出处】《孙子·计篇》：“攻其无备，出其不意。” 【示例】素知此处庶民都是正人君子，所以不肯～，暗下毒手取鱼。（清·李汝珍《镜花缘》第十三回） 
攻其无备 【拼音】gōng  qí  wú  bèi 【解释】其：代词，指敌人。趁敌人还没有防备时进攻。 【出处】《孙子·计篇》：“攻其无备，出其不意。” 【示例】 
攻其一点，不及其余 【拼音】gōng  qí  yī  diǎn， 【解释】对于人或事不从全面看，只是抓住一点就攻击。多指有偏见的批评。 【出处】 【示例】 
攻守同盟 【拼音】gōng  shǒu  tóng  méng 【解释】原指国与国之间订立盟约，战时彼此联合进攻或防卫。现多指坏人互相订约，为掩盖罪恶而一致行动。 【出处】清·曾朴《孽海花》第十八回：“可惜后来伊藤博文到津，何太真受了北洋之命，与彼立了攻守同盟的条约，我恐朝鲜将来有事，中、日两国，必然难免争端吧。” 【示例】日本既与英结英日同盟，及日俄战役方酣，又与韩结日韩～。（清·梁启超《中国外交方针私议》） 
攻无不克 【拼音】gōng  wú  bù  kè 【解释】克：攻下。没有攻占不下来的。形容力量无比强大。 【出处】《战国策·秦策二》：“是知秦战未尝不胜，攻未尝不取，所当未尝不破也。” 【示例】中国人民解放军～，战无不胜，所向披靡。 
攻无不取，战无不胜 【拼音】gōng  wú  bù  qǔ，zh 【解释】没有攻占不下来的。形容力量无比强大。 【出处】《战国策·秦策二》：“是知秦战未尝不胜，攻未尝不取，所当未尝不破也。” 【示例】中国人民解放军～，所向披靡。 
攻心为上 【拼音】gōng  xīn  wèi  shàng 【解释】从思想上瓦解敌人的斗志为上策。 【出处】《三国志·蜀志·马谡传》：“每引见谈论，自昼达夜。”裴松之注引《襄阳记》：“用兵之道，攻心为上，攻城为下。心战为上，兵战为下。” 【示例】 
功败垂成 【拼音】gōng  bài  chuí  chéng 【解释】垂：接近，快要。事情在将要成功的时候遭到了失败。 【出处】《三国志·杨阜传》：“弃垂成之功，陷不义之名，阜以死守之。”《晋书·谢玄传论》：“庙算有余，良图不果；降龄何促，功败垂成。” 【示例】况且十二道金牌，他未必不知道是假的，何必就班师回去，以致～。（清·吴趼人《二十年目睹之怪现状》第六十一回） 
功薄蝉翼 【拼音】gōng  bó  chán  yì 【解释】功劳象蝉的翅膀那样微薄。形容功劳很小。常用作谦词。 【出处】汉·蔡邕《让高阳乡侯章》：“臣事轻葭莩，功薄蝉翼。” 【示例】 
功标青史 【拼音】gōng  biāo  qīng  shǐ 【解释】标：写明；青史：古代在竹简上记事，因称史书为青史。功劳记在史书上。指建立了巨大功绩。 【出处】唐·杜甫《赠郑十八贲》诗：“古人日以远，青史自不泯。” 【示例】愿诸公善事使君，以图名垂竹帛，～，切勿效庶之无始终也。（明·罗贯中《三国演义》第三十六回） 
功成不居 【拼音】gōng  chéng  bù  jū 【解释】居：承当，占有。原意是任其自然存在，不去占为己有。后形容立了功而不把功劳归于自己。 【出处】《老子》第二章：“生而不有，为而不恃，功成而不居。” 【示例】看他前九首，便是一位努力从王之人，而以～终之。（清·无名氏《杜诗言志》卷六） 
功成名就 【拼音】gōng  chéng  míng  jiù 【解释】功：功业。就：达到。功绩取得了，名声也有了。 【出处】《墨子·修身》：“功成名遂，名誉不可虚假。” 【示例】你则说做官的～，我则说出家的延年益寿。（元·范子安《陈季卿误上竹叶舟》第二折） 
功成名遂 【拼音】gōng  chéng  míng  suì 【解释】遂：成就。功绩建立了，名声也有了。 【出处】《墨子·修身》：“功成名遂，名誉不可虚假。” 【示例】～会归老，请向东山为近邻。（唐·刘禹锡《将赴汝州途出浚下留辞李相公》） 
功成身退 【拼音】gōng  chéng　shēn　tuì 【解释】身：自身，自己。指大功告成之后，自行隐退，不再复出。 【出处】《老子》第九章：“功成、名遂、身退，天之道。” 【示例】 
功成行满 【拼音】gōng  chéng　xíng　mǎn 【解释】功：世界各地；行：善行。封建迷信指功德成就，道行圆满。 【出处】元·岳伯川《铁拐李》楔子：“等他功成行满，贫道再去点化他。” 【示例】 
功到自然成 【拼音】gōng  dào  zì  rá 【解释】下了足够功夫，事情自然就会取得成效。 【出处】 【示例】师父不必挂念，少要心焦。且自放心前进，还你个“～”也。（明·吴承恩《西游记》第三十六回） 
功德无量 【拼音】gōng  dé  wú  liàng 【解释】功德：功业和德行；无量：无法计算。旧时指功劳恩德非常大。现多用来称赞做了好事。 【出处】《汉书·丙吉传》：“所以拥全神灵，成育圣躬，功德已无量矣。” 【示例】现在先生既然得到原文，我的希望是给他们彻底的修改一下，虽然牺牲太大，然而～。（《鲁迅书信集·致孟十还》） 
功德圆满 【拼音】gōng  dé  yuán  mǎn 【解释】功德：佛教用语，指诵经、布施等。多指诵经等佛事结束。比喻举办事情圆满结束。 【出处】隋·隋炀帝《入朝遣使参书》：“奉五月二日诲，用慰驰结，仰承衡岳，功德圆满，便致荆巫。” 【示例】兄弟算是原经手，了此一事，～。（茅盾《清明前后》） 
功高盖世 【拼音】gōng  gāo  gài　shì 【解释】功劳极大，当代没人能比。 【出处】 【示例】小人在江湖上，到处听说将军～。（唐浩明《曾国藩》二部二章） 
功高震主 【拼音】gōng  gāo  zhèn  zhǔ 【解释】功：功劳，功勋；震：震动、威震；主：君主。功劳太大，使君主受到震动而心有疑虑。 【出处】《史记·淮阴侯列传》：“臣闻勇略震主者身危，而功盖天下者不赏。” 【示例】 
功亏一篑 【拼音】gōng  kuī  yī  kuì 【解释】亏：欠缺；篑：盛土的筐子。堆九仞高的山，只缺一筐土而不能完成。比喻作事情只差最后一点没能完成。 【出处】《尚书·旅獒》：“为山九仞，功亏一篑。” 【示例】倘朝廷内外不和，动辄掣肘，必将使剿贼大事，～。（姚雪垠《李自成》第二卷第三十二章） 
功行圆满 【拼音】gōng  xíng　yuán　mǎn 【解释】功：世界各地；行：善行。封建迷信指功德成就，道行圆满。 【出处】元·岳伯川《铁拐李》楔子：“等他功成行满，贫道再去点化他。” 【示例】女菩萨，你要晓得一经观光之后，也就算～，一天大事都完了。（清·李汝珍《镜花缘》第五十一回） 
恭而有礼 【拼音】gōng  ér  yǒu  lǐ 【解释】恭：恭敬；礼：礼节。恭敬又有礼节。 【出处】《论语·颜渊》：“君子敬而无失，与人恭而有礼。” 【示例】而且庶士人等……举止言谈，莫不～。（清·李汝珍《镜花缘》第十一回） 
恭逢其盛 【拼音】gōng  féng  qí  shèng 【解释】恭：恭敬；逢：遇到；盛：盛况，盛会。敬逢这一盛况或盛会。 【出处】唐·王勃《滕王阁饯别序》：“童子何知，躬逢胜饯。”明·许三阶《节侠记·二十五·诬激》：“这是卿等调燮之功，使朕恭逢其盛。” 【示例】可惜今年殿试都不能～，愚姐妹向来并未用功，今年不去，倒是借此藏拙。（清·李汝珍《镜花缘》第六十五回） 
恭贺新禧 【拼音】gōng  hè  xīn  xǐ 【解释】禧：吉祥幸福。恭敬地祝贺新年幸福吉祥如意。贺年的常用语。 【出处】 【示例】街道两旁的高楼大厦……全都张灯结彩，高悬着“庆祝元旦”、“～”之类的大字装饰。（罗广斌、杨益言《红岩》第一章） 
恭敬不如从命 【拼音】gōng  jìng  bù  r 【解释】客套话。多用在对方对自己客气，虽不敢当，但不好违命。 【出处】 【示例】姑奶奶，既老爷这等吩咐，～，毕竟侍候坐下好说话。（清·文康《儿女英雄传》第十四回） 
恭敬桑梓 【拼音】gōng  jìng  sāng  zǐ 【解释】恭敬：尊敬，热爱；桑梓：桑树和梓树，古时家宅旁边常栽的树木，比喻故乡。热爱故乡和尊敬故乡的人。 【出处】《诗经·小雅·小弁》：“维桑与梓，必恭敬之。” 【示例】岂孩儿未曾～？（明·王世贞《鸣凤记》第二十九出） 
恭默守静 【拼音】gōng  mò  shǒu  jìng 【解释】默：沉默；守：遵守，保持。恭恭敬敬地沉默，不讲话，保持肃静。 【出处】《三国志·蜀书·刘巴传》：“又自以归付非素，惧见猜嫌，恭默守静，退无私交，非公事不言。” 【示例】 
恭行天罚 【拼音】gōng  xíng  tiān  fá 【解释】奉天之命进行惩罚。古以称天子用兵。 【出处】《尚书·甘誓》：“今予惟恭行天之罚。” 【示例】 
供不应求 【拼音】gōng  bù  yìng  qiú 【解释】供：供给，供应；求：需求，需要。供应不能满足需求。 【出处】 【示例】当时在成都新的书报很受欢迎，常常～。（巴金《忆觉醒与活动》） 
供过于求 【拼音】gōng  guò  yú  qiú 【解释】供给的数量比需要的多。 【出处】 【示例】 
躬逢其盛 【拼音】gōng  féng  qí  shèng 【解释】亲身经历那种盛况。 【出处】唐·王勃《滕王阁序》：“童子何知，躬逢胜饯。” 【示例】妹子素日虽有好茶之癖，可惜前者未得～，至今犹觉耿耿。（清·李汝珍《镜花缘》第九十回） 
躬耕乐道 【拼音】gōng  gēng  lè  dào 【解释】躬：亲自；道：圣贤之道。亲自耕种，乐于信守圣贤之道。指过隐居生活。 【出处】《三国志·魏书·袁张涼国田王邴管传》：“[胡]昭乃转居浑山中，躬耕乐道，以以经籍自娱。” 【示例】隐于田里，～，教育二子。（明·冯梦龙《醒世恒言》卷十七） 
躬体力行 【拼音】gōng  tǐ  lì  xíng 【解释】躬体：亲身体验；力行：努力实行。亲身体验，努力实行。 【出处】 【示例】……，更应该以身作则，～，加倍的奋勉，然后才能够完成自己的任务。（郭沫若《文化人当前的急务》） 
躬行节俭 【拼音】gōng  xíng  jié  jiǎn 【解释】躬行：亲自践行。亲自做到节约勤俭。 【出处】《汉书·霍光传》：“师受《诗》、《论语》、《孝经》、躬行节俭，慈仁爱人。” 【示例】 
躬行实践 【拼音】gōng  xíng  shí  jiàn 【解释】亲身实行或体验。 【出处】 【示例】 
公报私仇 【拼音】gōng  bào  sī  chóu 【解释】假借公事报私人的仇恨。 【出处】明·冯梦龙《醒世恒言》卷二十九：“汪知县公报私仇，借家人卢才的假人命，装在我名下，要加小的死罪。” 【示例】昏君乱相，为别人～。（清·孔尚任《桃花扇·逮社》） 
公才公望 【拼音】gōng  cái  gōng  wàng 【解释】才：才识；望：名望。才识名望可称公辅的地位。 【出处】南朝·宋·刘义庆《世说新语·品藻》：“孔愉有公才而无公望；丁潭有公望而无公才，兼之者其在卿乎？” 【示例】～当黑头，姓名指顾书金瓯。（清·沈曾植《陈庸庵尚书水流云在图册》诗） 
